priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
231,add5bcfa-e618-43be-9d13-4013f4e4a69e,Jota 805 Elmas Frez - Mavi Kuşak (Standard) Ters Konik (Inverted Cone) Genel Preparasyon Frezi,9e6bf350-83b1-47d4-ac8a-e60859a1752b,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f8df14b5-85c5-4ecd-85bb-bca47289aa16/image_1950.webp,likely_non_transparent_or_white_canvas,jota-805,jota-805-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
232,add5bcfa-e618-43be-9d13-4013f4e4a69e,Jota 805 Elmas Frez - Mavi Kuşak (Standard) Ters Konik (Inverted Cone) Genel Preparasyon Frezi,8b9e5c39-ca51-4f2b-854d-75b4a95c2c70,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/65966b86-5a03-4b74-9c1a-9d298359774c/image_1950.webp,likely_non_transparent_or_white_canvas,jota-805,jota-805-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
233,8654fe35-13b5-4320-a408-e1062a1ee7a5,Jota 830 Elmas Frez - Mavi Kuşak (Standard) Alev (Flame) Genel Preparasyon Frezi,088eef84-a3cf-4af4-90ee-2d0b2cac4d22,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a8f855e2-8ab9-4b69-89b6-629e0a117fd0/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
234,8654fe35-13b5-4320-a408-e1062a1ee7a5,Jota 830 Elmas Frez - Mavi Kuşak (Standard) Alev (Flame) Genel Preparasyon Frezi,8cdcf42c-ece8-4c98-befd-96fb7d15d041,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c5b34f4c-f644-4f94-9a5d-6d1837777c30/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
235,b8eefd24-be05-450d-ae81-4cbc02b8b732,Jota 830EF Elmas Frez - Sarı Extra İnce Alev (Flame) Elmas Frez,e2c97b48-d936-4165-b65e-138025a56656,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/db7f826f-e5ba-412f-8d20-6f4d752a72fd/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830e,jota-830e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
236,b8eefd24-be05-450d-ae81-4cbc02b8b732,Jota 830EF Elmas Frez - Sarı Extra İnce Alev (Flame) Elmas Frez,8b2d0c4c-c764-4284-972f-7f9b88882754,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6194b420-ad33-400d-b3b8-dce857ef68ec/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830e,jota-830e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
237,c8f361f9-ee31-43a3-b592-a330b64e7335,Jota 830F Elmas Frez - Kırmızı Kuşak (İnce) Alev (Flame) Finishing Frezi,b5efee15-79eb-41fd-9a81-82ec5ea9b076,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4c81aabd-64d2-47ce-903b-0b17c304aec3/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
238,c8f361f9-ee31-43a3-b592-a330b64e7335,Jota 830F Elmas Frez - Kırmızı Kuşak (İnce) Alev (Flame) Finishing Frezi,bb95af0b-3189-4b3e-b1e7-f3a7a985d533,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/664e6d72-2f68-40a2-84c6-d3114e7326f1/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
239,302707c0-9627-45c3-a23a-c2e772112a03,Jota 830G Elmas Frez - Yeşil Kuşak (Kaba) Alev (Flame) Hızlı Preparasyon Frezi,50d6253b-a875-4a68-85c4-9c520c662e0f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/93896c16-0613-444f-9cc1-190001d27640/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
240,302707c0-9627-45c3-a23a-c2e772112a03,Jota 830G Elmas Frez - Yeşil Kuşak (Kaba) Alev (Flame) Hızlı Preparasyon Frezi,a7b33aab-409d-4e7e-bd17-014a0ffac95f,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/86e3df5c-7915-4115-b8bf-47cf97cda0d9/image_1950.webp,likely_non_transparent_or_white_canvas,jota-830,jota-830-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
241,110fa8c4-2fba-4843-98e7-b3b065e7bc22,Jota 833F Elmas Frez - Kırmızı Kuşak (İnce) Armut / Torpido Finishing Frezi,25d7651c-a83d-49f7-8805-a1f2ce07749e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4556f3ed-0f83-44fe-94e8-5be40075587c/image_1950.webp,likely_non_transparent_or_white_canvas,jota-833,jota-833-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
242,110fa8c4-2fba-4843-98e7-b3b065e7bc22,Jota 833F Elmas Frez - Kırmızı Kuşak (İnce) Armut / Torpido Finishing Frezi,de65d55b-c386-4f71-b7e5-a393b03eb898,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/48e43d1c-758a-4094-b06b-c1e533b49a73/image_1950.webp,likely_non_transparent_or_white_canvas,jota-833,jota-833-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
243,fb9e1d56-c036-4f05-8ea9-5433c8397491,Jota 833G Elmas Frez - Yeşil Kuşak (Kaba) Armut / Torpido Hızlı Preparasyon Frezi,e2483a51-9395-4fc6-875d-e31c0cf067b0,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f606d62f-d456-479b-9526-1b51f3afb4ef/image_1950.webp,likely_non_transparent_or_white_canvas,jota-833,jota-833-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
244,c8d6df0a-d813-4b20-8af0-cad3d17e4241,Jota 835 Elmas Frez - Mavi Kuşak (Standard) Silindirik Genel Preparasyon Frezi,fc19a0f3-53e5-417f-b580-6b36e30919af,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/dc7b5050-108d-47a0-b3e9-109ff7595410/image_1950.webp,likely_non_transparent_or_white_canvas,jota-835,jota-835-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
245,c8d6df0a-d813-4b20-8af0-cad3d17e4241,Jota 835 Elmas Frez - Mavi Kuşak (Standard) Silindirik Genel Preparasyon Frezi,cb1fd637-7f2a-4914-8a5a-1004521c6dca,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/00967ce3-e462-4388-a840-2d58b99e2fc4/image_1950.webp,likely_non_transparent_or_white_canvas,jota-835,jota-835-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
246,21ac9078-022f-4642-8152-4a0f2f7d63ad,Jota 837L Elmas Frez - Mavi Kuşak (Standard) Uzun Silindirik Genel Preparasyon Frezi,6ed86787-bbde-42fa-80a1-24ab5c3aa1df,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/23e7b9d8-9d98-4074-a1e3-da8f71f599a4/image_1950.webp,likely_non_transparent_or_white_canvas,jota-837l,jota-837l-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
247,21ac9078-022f-4642-8152-4a0f2f7d63ad,Jota 837L Elmas Frez - Mavi Kuşak (Standard) Uzun Silindirik Genel Preparasyon Frezi,c156d243-be76-4be8-ad75-3d8fcb1ba3a6,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/286b0fb5-75c5-4ee7-a9d5-a038febce3e0/image_1950.webp,likely_non_transparent_or_white_canvas,jota-837l,jota-837l-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
248,2c274b4c-2f17-4d0d-a843-e2196770e31e,Jota 837LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Silindirik Hızlı Preparasyon Frezi,a422b730-8edd-411b-8bd0-24e7d02c2224,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/1a5d99aa-0e75-4fad-b764-f258aa982d30/image_1950.webp,likely_non_transparent_or_white_canvas,jota-837l,jota-837l-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
249,2c274b4c-2f17-4d0d-a843-e2196770e31e,Jota 837LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Silindirik Hızlı Preparasyon Frezi,6f63d83e-ac81-4a75-81a3-320f059e5c06,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/244f3db9-5e73-4cf3-8c5b-d79c09748372/image_1950.webp,likely_non_transparent_or_white_canvas,jota-837l,jota-837l-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
250,9b070322-5a6b-4b53-aaca-f53e33788fdc,Jota 845R Elmas Frez - Mavi Kuşak (Standard) Yuvarlatılmış Uçlu Silindirik Genel Preparasyon Frezi,b5c7322f-de25-4f11-acb5-5b732fd255eb,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/89e4d87b-22c8-4410-9130-8c5ce1dbea6a/image_1950.webp,likely_non_transparent_or_white_canvas,jota-845r,jota-845r-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
251,2d57d649-c08d-4144-93c2-cb84e08f6d27,Jota 848 Elmas Frez - Mavi Kuşak (Standard) Konik Genel Preparasyon Frezi,0c36669f-d6bf-4724-9741-1d6bf476e238,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/47b55626-205a-4dcd-b855-a4c70c5e5d8b/image_1950.webp,likely_non_transparent_or_white_canvas,jota-848,jota-848-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
252,2d57d649-c08d-4144-93c2-cb84e08f6d27,Jota 848 Elmas Frez - Mavi Kuşak (Standard) Konik Genel Preparasyon Frezi,278ed01c-c04c-4fa6-8377-0a70ba0b2862,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/00f43926-1141-4531-ab98-5f91144bf09f/image_1950.webp,likely_non_transparent_or_white_canvas,jota-848,jota-848-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
253,ff65797d-1f71-4f51-8723-2597f5198219,Jota 850 Elmas Frez - Mavi Kuşak (Standard) İnce Konik Genel Preparasyon Frezi,7139ef80-d45b-4eb7-b853-9d0a3083b54c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d3b76a8a-42c6-4c21-80a2-01430f31a74e/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
254,ff65797d-1f71-4f51-8723-2597f5198219,Jota 850 Elmas Frez - Mavi Kuşak (Standard) İnce Konik Genel Preparasyon Frezi,e79b5af7-3ef0-4f44-83ec-eb9bd3e4c281,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/419210ec-a332-4f72-942b-8b55cce4af2c/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
255,fbf133ea-c893-4a3b-84be-6c4fd077bdec,Jota 850F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,881a5e81-e256-4f20-8b57-186641235d96,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/bd58f4b3-a8e0-418a-9934-e5be626fec55/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
256,fbf133ea-c893-4a3b-84be-6c4fd077bdec,Jota 850F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,c3f2187f-5ece-4101-affd-b02e0cd625c4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/35a6e1e7-042d-4d1d-a5fb-2649d4192254/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
257,4f97398b-03b4-472f-8842-a09bca102345,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,c583d9c5-d94c-418f-89e2-c44262cfb675,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f0f22ffa-36ad-4b68-a8eb-faae046d88cd/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
258,4f97398b-03b4-472f-8842-a09bca102345,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,32973745-76dc-4099-9a42-6ec4477803ae,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d1b7c960-a037-4e05-80db-a6c5c119ed44/image_1950.webp,likely_non_transparent_or_white_canvas,jota-850,jota-850-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
259,9daa6d8d-7952-442b-9d15-3ff17a52bb2e,Jota 852 Elmas Frez - Mavi Kuşak (Standard) İğne / İnce Konik Genel Preparasyon Frezi,cf0a32b1-5146-4b8a-855e-ada65afb6d3a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d5618dc7-edf3-4557-8994-bff14b61c451/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
260,9daa6d8d-7952-442b-9d15-3ff17a52bb2e,Jota 852 Elmas Frez - Mavi Kuşak (Standard) İğne / İnce Konik Genel Preparasyon Frezi,5c32960d-aab9-427d-a6b0-ed9e08ba0c59,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e51011d7-7003-4c64-8716-fe17b028a2fd/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
261,9daa6d8d-7952-442b-9d15-3ff17a52bb2e,Jota 852 Elmas Frez - Mavi Kuşak (Standard) İğne / İnce Konik Genel Preparasyon Frezi,e30c5a3a-5e60-4efe-97e3-455c011a4406,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5b7a329d-9d00-444f-8e47-951daf0614ce/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
262,9b8882a4-dcfe-4909-af5e-8bfda695d45f,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,35c6a52a-2268-4567-8051-5445fda061de,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/0795ac31-c5bb-443b-885e-ca51a7248558/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
263,9b8882a4-dcfe-4909-af5e-8bfda695d45f,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,032e9693-3142-421b-af6e-9c5cfd37618e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3c4ab7d2-3cb9-46af-9b07-6dd4d74567e4/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
264,9b8882a4-dcfe-4909-af5e-8bfda695d45f,Jota 852F Elmas Frez - Kırmızı Kuşak (İnce) İğne / İnce Konik Finishing Frezi,4efefdc1-9f43-4bcd-9cee-e907da78137c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e44f881f-1037-415e-8df2-55b5d7a7e347/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
265,bed40a8f-9eef-4d12-874b-a5b23969f1a0,Jota 852G Elmas Frez - Yeşil Kuşak (Kaba) İğne / İnce Konik Hızlı Preparasyon Frezi,7b52c660-256a-4c37-843d-4a1e6b77b985,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d5c07d27-186d-4367-becc-0e3f59dbc766/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
266,bed40a8f-9eef-4d12-874b-a5b23969f1a0,Jota 852G Elmas Frez - Yeşil Kuşak (Kaba) İğne / İnce Konik Hızlı Preparasyon Frezi,130c1985-97d6-410e-b9b4-9e4157dd1df4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/7294d492-f33e-426c-ae81-9c1c403269cf/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
267,499f5d8e-7606-46a2-9066-206ed3252f82,Jota 852SG Elmas Frez - Siyah Kuşak (Süper Kaba) İğne / İnce Konik Agresif Preparasyon Frezi,4dfa7ead-7e9c-4f75-a44f-29c70592f07c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f2564b21-5bf5-4722-8fe2-97821e922766/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-sg-black-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
268,499f5d8e-7606-46a2-9066-206ed3252f82,Jota 852SG Elmas Frez - Siyah Kuşak (Süper Kaba) İğne / İnce Konik Agresif Preparasyon Frezi,5224c35c-88b8-4c5f-a8fd-f153179d318c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/98ed52e4-4ce0-40be-ae40-cad7a08ce694/image_1950.webp,likely_non_transparent_or_white_canvas,jota-852,jota-852-sg-black-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
269,35d30c26-ca04-4fd9-a3f5-137d112539f0,Jota 859 Elmas Frez - Mavi Kuşak (Standard) Uzun İğne Genel Preparasyon Frezi,68e3dcae-7c0d-425c-8765-eedb855d88d4,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a4bf33c6-64cc-4a61-b889-ecdcf17c33f1/image_1950.webp,likely_non_transparent_or_white_canvas,jota-859,jota-859-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
270,35d30c26-ca04-4fd9-a3f5-137d112539f0,Jota 859 Elmas Frez - Mavi Kuşak (Standard) Uzun İğne Genel Preparasyon Frezi,8c5f980f-5ce6-4302-bb48-cfc3e9202108,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/2804547b-3b5c-484b-a57e-b29e543e5089/image_1950.webp,likely_non_transparent_or_white_canvas,jota-859,jota-859-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
271,f7ff8876-e7f8-4e4b-bc27-d53e17d6f7a7,Jota 859F Elmas Frez - Kırmızı Kuşak (İnce) Uzun İğne Finishing Frezi,e9c3460b-9fcc-437c-8aca-4cf70ab3ce19,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d2bd3ad4-691f-43db-9fe5-40fd6f337ce9/image_1950.webp,likely_non_transparent_or_white_canvas,jota-859,jota-859-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
272,f7ff8876-e7f8-4e4b-bc27-d53e17d6f7a7,Jota 859F Elmas Frez - Kırmızı Kuşak (İnce) Uzun İğne Finishing Frezi,d1f2fd4a-8660-4082-8781-ad2a1e18afdc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/83598282-00c7-435a-9cf9-6cda83649cb3/image_1950.webp,likely_non_transparent_or_white_canvas,jota-859,jota-859-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
273,048929f4-ef88-42d1-88cf-f443727ee715,Jota 859LF Elmas Frez - Kırmızı Kuşak (İnce) Extra Uzun İğne Finishing Frezi,4fd940e4-3255-4b21-adb0-b25dfb8cf9d5,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a69bb95d-17dd-4961-a1e6-9718fe9c991f/image_1950.webp,likely_non_transparent_or_white_canvas,jota-859l,jota-859l-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
274,f8d4fa41-358d-49d6-8779-635c4c5d4b3a,Jota 862 Elmas Frez - Mavi Kuşak (Standard) Konik Genel Preparasyon Frezi,b3d1cbdd-c377-491e-af6b-b49ceff3bd71,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9d5ba9b2-d120-45f7-b0bb-e9f0950582d7/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862,jota-862-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
275,54695448-bf2d-471b-b49e-d8c255f1d752,Jota 862EF Elmas Frez - Sarı Extra İnce Konik Elmas Frez,84995940-764d-490d-a016-1f32c14af528,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d147a17e-b216-44d1-907a-eb5c7cdef528/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862e,jota-862e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
276,54695448-bf2d-471b-b49e-d8c255f1d752,Jota 862EF Elmas Frez - Sarı Extra İnce Konik Elmas Frez,f4f84dd3-6e77-4195-a042-7fa13bf1c187,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/febc7f4c-e605-4550-ba57-ff2ea1592c00/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862e,jota-862e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
277,3bbd1308-acc4-4688-a0d3-d6cc982179f0,Jota 862F Elmas Frez - Kırmızı Kuşak (İnce) Konik Finishing Frezi,2bdbd767-83ff-4845-8e37-b5a5bb74ae64,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/20b22227-393f-4888-819a-bc9a695e9390/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862,jota-862-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
278,3bbd1308-acc4-4688-a0d3-d6cc982179f0,Jota 862F Elmas Frez - Kırmızı Kuşak (İnce) Konik Finishing Frezi,ced9688e-61c7-4269-a002-45cba329e015,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/906afbee-3d00-4fa3-8200-cd414d812819/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862,jota-862-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
279,beb41dab-e211-4cc9-8ef5-fd2ba01a972f,Jota 862G Elmas Frez - Yeşil Kuşak (Kaba) Konik Hızlı Preparasyon Frezi,b0560879-a498-4a0d-9746-e6a294f2f58d,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/25b8aa16-0961-4392-a235-962230071f4d/image_1950.webp,likely_non_transparent_or_white_canvas,jota-862,jota-862-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP
